,Dmix,Lmix,X,velocity
0,0.005,0.02,0.0068641954,1.3462366666666663
1,0.005,0.02,0.01598513666666667,3.6581976666666662
2,0.005,0.02,0.02288379,43.86055166666666
3,0.005,0.02,0.02592922666666667,110.04824
4,0.005,0.02,0.02742252333333333,133.5273
5,0.005,0.02,0.02882598333333333,121.24663333333332
6,0.005,0.02,0.030294989999999997,110.33916666666666
7,0.005,0.02,0.03232104333333333,98.97725
8,0.005,0.02,0.03448915333333334,87.34156333333334
9,0.005,0.02,0.03657071,62.76524333333334
10,0.005,0.02,0.038488093333333334,35.32823
11,0.005,0.02,0.040258930000000005,19.93512
12,0.005,0.02,0.042179633333333334,19.256263333333333
13,0.005,0.02,0.04431938,21.58203
14,0.005,0.02,0.046575149999999996,22.50544333333333
15,0.005,0.02,0.048830799999999994,22.783413333333332
16,0.005,0.02,0.051124306666666675,22.333090000000002
17,0.005,0.02,0.054028436666666665,19.71523
18,0.005,0.02,0.05703642,17.484289999999998
19,0.005,0.02,0.06004436333333332,15.617399999999998
20,0.005,0.02,0.06305228666666667,14.03349333333333
21,0.005,0.02,0.06606016333333334,12.675749999999999
22,0.005,0.02,0.06906803666666667,11.5008
23,0.005,0.02,0.07207591333333332,10.476536666666668
24,0.005,0.02,0.07508374999999999,9.578468333333335
25,0.005,0.02,0.07809155,8.786856333333333
26,0.005,0.02,0.08109933333333333,8.085472333333332
27,0.005,0.02,0.08410701000000001,7.461200333333334
28,0.005,0.02,0.08711465999999998,6.903819333333332
29,0.005,0.02,0.09007214333333333,6.413758333333333
30,0.005,0.02,0.0930295,5.972910666666666
31,0.005,0.02,0.096037,5.562144333333333
32,0.005,0.02,0.09904449666666666,5.185286666666666
33,0.005,0.02,0.10205193333333334,4.839172333333333
34,0.005,0.02,0.10505923333333335,4.521088666666667
35,0.005,0.02,0.1080665,4.228757333333334
36,0.005,0.02,0.11107373333333334,3.9602596666666665
37,0.005,0.02,0.114081,3.713748666666667
38,0.005,0.02,0.11704116666666667,3.510328
39,0.005,0.02,0.12043520000000002,3.4604646666666663
40,0.005,0.02,0.12400503333333332,3.4563946666666667
