,Unnamed: 0,Dmix,Lmix,X,velocity
0,0,0.003,0.01,0.00351854375,1.3100305
1,1,0.003,0.01,0.010185317,1.329158
2,2,0.003,0.01,0.0140822749999999,2.3080805
3,3,0.003,0.01,0.01772882,4.7709675
4,4,0.003,0.01,0.021375695,15.3232375
5,5,0.003,0.01,0.0242615849999999,70.532115
6,6,0.003,0.01,0.025491005,92.440115
7,7,0.003,0.01,0.02641119,130.59976
8,8,0.003,0.01,0.026931055,138.611
9,9,0.003,0.01,0.0274731399999999,130.31374999999997
10,10,0.003,0.01,0.0280699349999999,118.2053
11,11,0.003,0.01,0.028618425,106.41297
12,12,0.003,0.01,0.029126275,115.16795
13,13,0.003,0.01,0.02966719,115.37640000000002
14,14,0.003,0.01,0.0302510449999999,112.38025
15,15,0.003,0.01,0.0309108,132.36135000000002
16,16,0.003,0.01,0.0317271149999999,155.07829999999998
17,17,0.003,0.01,0.032620015,149.88465
18,18,0.003,0.01,0.03345005,144.90300000000005
19,19,0.003,0.01,0.0343109,152.33655000000002
20,20,0.003,0.01,0.035194235,154.14375
21,21,0.003,0.01,0.036056305,149.84609999999998
22,22,0.003,0.01,0.036951245,145.63529999999997
23,23,0.003,0.01,0.037825125,142.1848
24,24,0.003,0.01,0.038708165,141.23105000000004
25,25,0.003,0.01,0.03960908,143.8163
26,26,0.003,0.01,0.04057678,160.51514999999998
27,27,0.003,0.01,0.04221195,153.98085
28,28,0.003,0.01,0.044170515,105.47953
29,29,0.003,0.01,0.046176685,85.36409
30,30,0.003,0.01,0.048182905,72.47289999999998
31,31,0.003,0.01,0.0501889499999999,63.328265
32,32,0.003,0.01,0.05219495,56.22758
33,33,0.003,0.01,0.054200885,50.435615
34,34,0.003,0.01,0.056206755,45.591475
35,35,0.003,0.01,0.05821257,41.46929000000001
36,36,0.003,0.01,0.06021836,37.918255
37,37,0.003,0.01,0.062224115,34.82853
38,38,0.003,0.01,0.06422984,32.11632
39,39,0.003,0.01,0.0662355349999999,29.717215
40,40,0.003,0.01,0.06824123,27.581025
41,41,0.003,0.01,0.0702469,25.66866
42,42,0.003,0.01,0.0722525,23.950070000000004
43,43,0.003,0.01,0.07425809,22.402825
44,44,0.003,0.01,0.0761638,21.076835
45,45,0.003,0.01,0.078168975,19.80846
46,46,0.003,0.01,0.080174525,18.639365
