,Dmix,Lmix,X,velocity
0,0.0045,0.02,0.0018761933666666664,5.3891143333333345
1,0.0045,0.02,0.0059795889999999996,6.518671333333335
2,0.0045,0.02,0.010243618000000001,8.978293333333335
3,0.0045,0.02,0.013813736666666668,13.128383333333336
4,0.0045,0.02,0.015223243333333334,12.142539999999999
5,0.0045,0.02,0.016397210000000002,23.082766666666664
6,0.0045,0.02,0.017682173333333336,47.63831333333335
7,0.0045,0.02,0.019288463333333335,61.02268
8,0.0045,0.02,0.021301163333333335,69.39053
9,0.0045,0.02,0.02328057333333333,76.67677666666667
10,0.0045,0.02,0.02517424,67.15897666666666
11,0.0045,0.02,0.027002143333333336,49.41829
12,0.0045,0.02,0.028805840000000006,41.15008666666666
13,0.0045,0.02,0.030676130000000003,41.49613
14,0.0045,0.02,0.032616313333333334,44.09051666666667
15,0.0045,0.02,0.034635429999999995,45.99828000000001
16,0.0045,0.02,0.03663559,46.99714333333334
17,0.0045,0.02,0.038780669999999996,46.34963333333334
18,0.0045,0.02,0.04161508333333333,40.52189666666666
19,0.0045,0.02,0.04460342333333332,35.35762
20,0.0045,0.02,0.047610330000000006,31.119733333333333
21,0.0045,0.02,0.0506172,27.605113333333332
22,0.0045,0.02,0.05362398333333333,24.64784666666667
23,0.0045,0.02,0.05663076,22.129426666666664
24,0.0045,0.02,0.059637443333333325,19.963200000000004
25,0.0045,0.02,0.06264410333333334,18.085093333333337
26,0.0045,0.02,0.06565069333333333,16.44779
27,0.0045,0.02,0.06861674,15.033829999999998
28,0.0045,0.02,0.07156364333333334,13.802439999999999
29,0.0045,0.02,0.07457023,12.67389333333333
30,0.0045,0.02,0.07757683666666668,11.663203333333334
31,0.0045,0.02,0.08058336000000002,10.758626666666666
32,0.0045,0.02,0.08358980666666667,9.948345333333332
33,0.0045,0.02,0.08659626000000001,9.221493333333335
34,0.0045,0.02,0.08960270333333334,8.568593333333332
35,0.0045,0.02,0.09260915333333335,7.981667
36,0.0045,0.02,0.09561559999999998,7.454302
37,0.0045,0.02,0.09860234,6.984266666666666
38,0.0045,0.02,0.10152826666666666,6.573205333333333
39,0.0045,0.02,0.10453466666666666,6.179541333333335
40,0.0045,0.02,0.10754090000000001,5.811613333333333
41,0.0045,0.02,0.11068893333333335,5.545527000000001
42,0.0045,0.02,0.11421223333333333,5.519965
43,0.0045,0.02,0.11776743333333335,5.534532333333333
