,Unnamed: 0,Dmix,Lmix,X,velocity
0,0,0.003,0.01,0.0035185371,1.3530425
1,1,0.003,0.01,0.0101703305,1.5813150000000002
2,2,0.003,0.01,0.013972005,2.5439405
3,3,0.003,0.01,0.017509045,5.1845055
4,4,0.003,0.01,0.021046815,16.636142999999997
5,5,0.003,0.01,0.023853245,71.756925
6,6,0.003,0.01,0.0250783199999999,99.22039000000002
7,7,0.003,0.01,0.0260268899999999,115.956
8,8,0.003,0.01,0.02658507,169.80495
9,9,0.003,0.01,0.027139575,176.49615
10,10,0.003,0.01,0.02772559,139.42555000000002
11,11,0.003,0.01,0.02831427,125.78065
12,12,0.003,0.01,0.028842605,172.94285
13,13,0.003,0.01,0.0294242499999999,162.40750000000003
14,14,0.003,0.01,0.03004309,130.8155
15,15,0.003,0.01,0.03080509,175.26434999999998
16,16,0.003,0.01,0.03166422,182.2014
17,17,0.003,0.01,0.032523375,159.95845000000003
18,18,0.003,0.01,0.03342172,162.30964999999998
19,19,0.003,0.01,0.03427923,166.56745
20,20,0.003,0.01,0.035178825,160.2502
21,21,0.003,0.01,0.036079745,155.39270000000002
22,22,0.003,0.01,0.036957835,151.26930000000002
23,23,0.003,0.01,0.037836545,148.50000000000003
24,24,0.003,0.01,0.03873747,148.49705
25,25,0.003,0.01,0.039638395,153.2384
26,26,0.003,0.01,0.040917685,178.4222
27,27,0.003,0.01,0.04274527,124.63095
28,28,0.003,0.01,0.044750025,101.09509
29,29,0.003,0.01,0.0467548749999999,85.33971000000001
30,30,0.003,0.01,0.04875972,73.77993999999998
31,31,0.003,0.01,0.050764575,64.96138499999999
32,32,0.003,0.01,0.05276938,57.98018999999999
33,33,0.003,0.01,0.054774165,52.29497
34,34,0.003,0.01,0.05677894,47.563045
35,35,0.003,0.01,0.058783695,43.556615
36,36,0.003,0.01,0.06078845,40.11991
37,37,0.003,0.01,0.062793185,37.13655
38,38,0.003,0.01,0.064797895,34.523174999999995
39,39,0.003,0.01,0.06680259,32.21686000000001
40,40,0.003,0.01,0.06880729,30.168440000000004
41,41,0.003,0.01,0.070811995,28.339070000000003
42,42,0.003,0.01,0.07281665,26.697665
43,43,0.003,0.01,0.0747818449999999,25.245305
44,44,0.003,0.01,0.07672573,23.95434
45,45,0.003,0.01,0.078730385,22.737915000000005
46,46,0.003,0.01,0.080735045,21.623355
47,47,0.003,0.01,0.082739685,20.597819999999995
48,48,0.003,0.01,0.08474435,19.64744
49,49,0.003,0.01,0.0867490099999999,18.75061
50,50,0.003,0.01,0.08875376,17.85286
51,51,0.003,0.01,0.090758585,16.904719999999998
52,52,0.003,0.01,0.09276341,15.982080000000002
53,53,0.003,0.01,0.094768235,15.111884999999996
54,54,0.003,0.01,0.09677306,14.305464999999996
55,55,0.003,0.01,0.09877789,13.572775000000002
56,56,0.003,0.01,0.100782755,12.917319999999998
57,57,0.003,0.01,0.1027875,12.330025
58,58,0.003,0.01,0.10479235,11.798345
59,59,0.003,0.01,0.1067971,11.312305
60,60,0.003,0.01,0.1088017999999999,10.864915
61,61,0.003,0.01,0.11080645,10.45104
62,62,0.003,0.01,0.1128110999999999,10.0668335
63,63,0.003,0.01,0.1148158499999999,9.7091945
64,64,0.003,0.01,0.11682045,9.375578999999998
65,65,0.003,0.01,0.11882515,9.0640975
66,66,0.003,0.01,0.1208298499999999,8.7741535
67,67,0.003,0.01,0.1228345,8.508726499999998
68,68,0.003,0.01,0.1248391,8.280136500000001
69,69,0.003,0.01,0.1270169,8.1026035
70,70,0.003,0.01,0.1294255,7.985299999999998
71,71,0.003,0.01,0.13183545,7.906042999999999
72,72,0.003,0.01,0.134245,7.840009499999999
0,0,0.003,0.02,0.0038000331,1.3554659999999998
1,1,0.003,0.02,0.010705534,1.6460484999999998
2,2,0.003,0.02,0.014694015,2.8790190000000004
3,3,0.003,0.02,0.01853332,6.797949000000001
4,4,0.003,0.02,0.022326895,33.122730000000004
5,5,0.003,0.02,0.0244567199999999,88.630075
6,6,0.003,0.02,0.02567407,106.371545
7,7,0.003,0.02,0.02643778,154.49650000000003
8,8,0.003,0.02,0.02707063,173.97625
9,9,0.003,0.02,0.02773947,142.9498
10,10,0.003,0.02,0.02842135,139.47035
11,11,0.003,0.02,0.029038695,172.48780000000002
12,12,0.003,0.02,0.02972544,147.0015
13,13,0.003,0.02,0.0305479749999999,160.0695
14,14,0.003,0.02,0.031529595,170.67345
15,15,0.003,0.02,0.032527515,153.9777
16,16,0.003,0.02,0.03353119,159.63455000000002
17,17,0.003,0.02,0.03458395,153.907
18,18,0.003,0.02,0.035599045,152.0852
19,19,0.003,0.02,0.0366366999999999,149.59734999999998
20,20,0.003,0.02,0.03768939,146.92475
21,21,0.003,0.02,0.038733375,144.1578
22,22,0.003,0.02,0.039742975,140.94099999999997
23,23,0.003,0.02,0.0413003849999999,125.91155
24,24,0.003,0.02,0.0433053,106.63812
25,25,0.003,0.02,0.0453103,92.53762500000002
26,26,0.003,0.02,0.0473153449999999,81.36798
27,27,0.003,0.02,0.04932042,72.14997999999999
28,28,0.003,0.02,0.05132552,64.441505
29,29,0.003,0.02,0.05333058,58.02263999999999
30,30,0.003,0.02,0.0553356,52.68693499999999
31,31,0.003,0.02,0.05734061,48.21138
32,32,0.003,0.02,0.0593456,44.40524
33,33,0.003,0.02,0.0613505499999999,41.12619
34,34,0.003,0.02,0.0633554799999999,38.27013000000001
35,35,0.003,0.02,0.06536039,35.760495
36,36,0.003,0.02,0.0673652949999999,33.538940000000004
37,37,0.003,0.02,0.0693701999999999,31.559495
38,38,0.003,0.02,0.071375105,29.78517
39,39,0.003,0.02,0.073380005,28.185884999999995
40,40,0.003,0.02,0.0753848199999999,26.73684
41,41,0.003,0.02,0.07738962,25.41785
42,42,0.003,0.02,0.0793774149999999,24.21924
43,43,0.003,0.02,0.081299,23.16505
44,44,0.003,0.02,0.0833038,22.14266
45,45,0.003,0.02,0.0853085999999999,21.187620000000003
46,46,0.003,0.02,0.0873134049999999,20.28684
47,47,0.003,0.02,0.08931828,19.41903
48,48,0.003,0.02,0.09132325,18.52296
49,49,0.003,0.02,0.09332825,17.617205
50,50,0.003,0.02,0.09533325,16.745790000000003
51,51,0.003,0.02,0.09733825,15.92772
52,52,0.003,0.02,0.099343255,15.173240000000002
53,53,0.003,0.02,0.10134825,14.491054999999998
54,54,0.003,0.02,0.10335325,13.879
55,55,0.003,0.02,0.10535815,13.32654
56,56,0.003,0.02,0.107363,12.822935
57,57,0.003,0.02,0.10936785,12.35986
58,58,0.003,0.02,0.1113727499999999,11.931295
59,59,0.003,0.02,0.1133775499999999,11.533045
60,60,0.003,0.02,0.11538245,11.16276
61,61,0.003,0.02,0.1173872499999999,10.821155
62,62,0.003,0.02,0.11939205,10.516920000000002
63,63,0.003,0.02,0.12146355,10.26852
64,64,0.003,0.02,0.1238369,10.086405
65,65,0.003,0.02,0.1262464999999999,9.964026999999998
66,66,0.003,0.02,0.1286564,9.8648745
0,0,0.003,0.03,0.00413050155,1.3572995
1,1,0.003,0.03,0.0112724404999999,1.7288450000000002
2,2,0.003,0.03,0.015472795,3.319739
3,3,0.003,0.03,0.0196118,9.514691499999998
4,4,0.003,0.03,0.023349805,55.435625
5,5,0.003,0.03,0.0249992099999999,97.13668
6,6,0.003,0.03,0.026133625,126.30355
7,7,0.003,0.03,0.02685512,170.81310000000002
8,8,0.003,0.03,0.0275899249999999,158.6403
9,9,0.003,0.03,0.0283276949999999,129.39825000000002
10,10,0.003,0.03,0.0290325399999999,168.42974999999998
11,11,0.003,0.03,0.0297896449999999,140.33915
12,12,0.003,0.03,0.030700775,160.92665
13,13,0.003,0.03,0.03182172,145.074
14,14,0.003,0.03,0.03297544,145.01705
15,15,0.003,0.03,0.03418032,140.11045
16,16,0.003,0.03,0.03538517,136.04815000000002
17,17,0.003,0.03,0.036571365,132.38145
18,18,0.003,0.03,0.03773467,128.3209
19,19,0.003,0.03,0.038939575,123.8448
20,20,0.003,0.03,0.04020722,118.58945
21,21,0.003,0.03,0.04206462,108.88145
22,22,0.003,0.03,0.0440672499999999,97.671175
23,23,0.003,0.03,0.0460244049999999,86.39077
24,24,0.003,0.03,0.047973125,75.443475
25,25,0.003,0.03,0.049922325,65.10011
26,26,0.003,0.03,0.051850745,55.649475
27,27,0.003,0.03,0.0537845899999999,47.929120000000005
28,28,0.003,0.03,0.055712095,42.275775
29,29,0.003,0.03,0.0576913899999999,38.14284
30,30,0.003,0.03,0.0596944499999999,34.92517500000001
31,31,0.003,0.03,0.0616973699999999,32.29698
32,32,0.003,0.03,0.0637002399999999,30.06914
33,33,0.003,0.03,0.0657030299999999,28.136994999999995
34,34,0.003,0.03,0.06770579,26.435905
35,35,0.003,0.03,0.069708525,24.922395
36,36,0.003,0.03,0.071711245,23.56518
37,37,0.003,0.03,0.073713955,22.34067
38,38,0.003,0.03,0.07571667,21.230195
39,39,0.003,0.03,0.07771932,20.21864
40,40,0.003,0.03,0.079721935,19.293585
41,41,0.003,0.03,0.08172455,18.44425
42,42,0.003,0.03,0.083727155,17.661195
43,43,0.003,0.03,0.085729775,16.935744999999997
44,44,0.003,0.03,0.087732385,16.259495
45,45,0.003,0.03,0.0897349799999999,15.62349
46,46,0.003,0.03,0.091737565,15.017855000000004
47,47,0.003,0.03,0.09374016,14.436215000000004
48,48,0.003,0.03,0.09574275,13.878535
49,49,0.003,0.03,0.09774534,13.347500000000002
50,50,0.003,0.03,0.0996550149999999,12.867520000000004
51,51,0.003,0.03,0.10165035,12.399925
52,52,0.003,0.03,0.103653,11.95877
53,53,0.003,0.03,0.1056555999999999,11.547104999999998
54,54,0.003,0.03,0.1076581,11.163310000000005
55,55,0.003,0.03,0.1096608,10.805575
56,56,0.003,0.03,0.1116633,10.473119999999998
57,57,0.003,0.03,0.11366595,10.16931
58,58,0.003,0.03,0.1156693999999999,9.9091105
59,59,0.003,0.03,0.117905,9.7066255
60,60,0.003,0.03,0.12031475,9.572164999999998
61,61,0.003,0.03,0.1227245,9.472346000000002
62,62,0.003,0.03,0.1251339999999999,9.383619
0,0,0.003,0.04,0.0045239741499999,1.3593105000000003
1,1,0.003,0.04,0.011888416,1.842013
2,2,0.003,0.04,0.01638517,3.983265999999999
3,3,0.003,0.04,0.02087604,15.791642500000004
4,4,0.003,0.04,0.0241707299999999,78.08483500000001
5,5,0.003,0.04,0.025599975,104.544035
6,6,0.003,0.04,0.02656687,157.33775
7,7,0.003,0.04,0.0273640749999999,164.2951
8,8,0.003,0.04,0.028183055,130.5821
9,9,0.003,0.04,0.028966255,163.98074999999997
10,10,0.003,0.04,0.02980105,144.2568
11,11,0.003,0.04,0.03081469,152.52395
12,12,0.003,0.04,0.03208118,138.2292
13,13,0.003,0.04,0.0333688699999999,133.13775
14,14,0.003,0.04,0.03471687,126.5257
15,15,0.003,0.04,0.036009585,119.00079999999998
16,16,0.003,0.04,0.0373262099999999,108.915
17,17,0.003,0.04,0.0386172549999999,96.98315499999998
18,18,0.003,0.04,0.03990048,84.14323499999999
19,19,0.003,0.04,0.041563785,68.27071500000001
20,20,0.003,0.04,0.0434056049999999,54.689795
21,21,0.003,0.04,0.04529464,45.756445
22,22,0.003,0.04,0.04724159,39.913655
23,23,0.003,0.04,0.04915635,35.932505
24,24,0.003,0.04,0.0511602449999999,32.79268999999999
25,25,0.003,0.04,0.05316396,30.225694999999995
26,26,0.003,0.04,0.055167555,28.03833
27,27,0.003,0.04,0.0571710999999999,26.130295
28,28,0.003,0.04,0.05917458,24.441990000000004
29,29,0.003,0.04,0.06117806,22.93392
30,30,0.003,0.04,0.0631815349999999,21.577655
31,31,0.003,0.04,0.06518499,20.351420000000005
32,32,0.003,0.04,0.067188455,19.237785
33,33,0.003,0.04,0.06919188,18.22253
34,34,0.003,0.04,0.071195215,17.29393
35,35,0.003,0.04,0.07319858,16.44173
36,36,0.003,0.04,0.075201915,15.657005000000002
37,37,0.003,0.04,0.077205265,14.931684999999998
38,38,0.003,0.04,0.079208615,14.258444999999998
39,39,0.003,0.04,0.08121195,13.630775000000003
40,40,0.003,0.04,0.083215315,13.043635
41,41,0.003,0.04,0.0852186499999999,12.49342
42,42,0.003,0.04,0.087222,11.9776
43,43,0.003,0.04,0.089166785,11.507435
44,44,0.003,0.04,0.0911285999999999,11.066465
45,45,0.003,0.04,0.09313199,10.64296
46,46,0.003,0.04,0.09513526,10.245915
47,47,0.003,0.04,0.097138515,9.873693
48,48,0.003,0.04,0.0991417549999999,9.524652
49,49,0.003,0.04,0.101145,9.197168
50,50,0.003,0.04,0.10314835,8.8897595
51,51,0.003,0.04,0.1051515,8.601352
52,52,0.003,0.04,0.1071548,8.332065499999999
53,53,0.003,0.04,0.109158,8.0862885
