,Unnamed: 0,Dmix,Lmix,X,pressure
0,0,0.003,0.01,0.0035185371,8499336.5
1,1,0.003,0.01,0.0101703305,8499084.0
2,2,0.003,0.01,0.013972005,8497588.5
3,3,0.003,0.01,0.017509045,8489671.0
4,4,0.003,0.01,0.021046815,8380029.0
5,5,0.003,0.01,0.023853245,6620772.0
6,6,0.003,0.01,0.0250783199999999,5340697.5
7,7,0.003,0.01,0.0260268899999999,4616330.0
8,8,0.003,0.01,0.02658507,2743835.0
9,9,0.003,0.01,0.027139575,2531559.5
10,10,0.003,0.01,0.02772559,3660640.0
11,11,0.003,0.01,0.02831427,4075781.0
12,12,0.003,0.01,0.028842605,2631887.5
13,13,0.003,0.01,0.0294242499999999,2902426.0
14,14,0.003,0.01,0.03004309,3672191.0
15,15,0.003,0.01,0.03080509,2515846.0
16,16,0.003,0.01,0.03166422,2286924.0
17,17,0.003,0.01,0.032523375,2760246.0
18,18,0.003,0.01,0.03342172,2716489.0
19,19,0.003,0.01,0.03427923,2545392.5
20,20,0.003,0.01,0.035178825,2618405.0
21,21,0.003,0.01,0.036079745,2682294.5
22,22,0.003,0.01,0.036957835,2725788.5
23,23,0.003,0.01,0.037836545,2751971.5
24,24,0.003,0.01,0.03873747,2734783.0
25,25,0.003,0.01,0.039638395,2644501.0
26,26,0.003,0.01,0.040917685,2208239.5
27,27,0.003,0.01,0.04274527,2942824.5
28,28,0.003,0.01,0.044750025,3240207.0
29,29,0.003,0.01,0.0467548749999999,3394363.5
30,30,0.003,0.01,0.04875972,3491399.5
31,31,0.003,0.01,0.050764575,3558176.5
32,32,0.003,0.01,0.05276938,3606625.0
33,33,0.003,0.01,0.054774165,3642970.0
34,34,0.003,0.01,0.05677894,3670934.0
35,35,0.003,0.01,0.058783695,3692864.0
36,36,0.003,0.01,0.06078845,3710304.5
37,37,0.003,0.01,0.062793185,3724351.0
38,38,0.003,0.01,0.064797895,3735791.0
39,39,0.003,0.01,0.06680259,3745194.5
40,40,0.003,0.01,0.06880729,3752989.5
41,41,0.003,0.01,0.070811995,3759500.5
42,42,0.003,0.01,0.07281665,3764976.5
43,43,0.003,0.01,0.0747818449999999,3769530.0
44,44,0.003,0.01,0.07672573,3773342.0
45,45,0.003,0.01,0.078730385,3776716.5
46,46,0.003,0.01,0.080735045,3779620.0
47,47,0.003,0.01,0.082739685,3782132.0
48,48,0.003,0.01,0.08474435,3784320.0
49,49,0.003,0.01,0.0867490099999999,3786257.0
50,50,0.003,0.01,0.08875376,3787991.0
51,51,0.003,0.01,0.090758585,3789482.0
52,52,0.003,0.01,0.09276341,3790751.5
53,53,0.003,0.01,0.094768235,3791884.5
54,54,0.003,0.01,0.09677306,3792916.5
55,55,0.003,0.01,0.09877789,3793850.5
56,56,0.003,0.01,0.100782755,3794682.0
57,57,0.003,0.01,0.1027875,3795412.5
58,58,0.003,0.01,0.10479235,3796060.0
59,59,0.003,0.01,0.1067971,3796634.5
60,60,0.003,0.01,0.1088017999999999,3797149.0
61,61,0.003,0.01,0.11080645,3797611.5
62,62,0.003,0.01,0.1128110999999999,3798029.0
63,63,0.003,0.01,0.1148158499999999,3798405.0
64,64,0.003,0.01,0.11682045,3798746.5
65,65,0.003,0.01,0.11882515,3799054.0
66,66,0.003,0.01,0.1208298499999999,3799333.0
67,67,0.003,0.01,0.1228345,3799578.0
68,68,0.003,0.01,0.1248391,3799777.0
69,69,0.003,0.01,0.1270169,3799911.5
70,70,0.003,0.01,0.1294255,3799971.5
71,71,0.003,0.01,0.13183545,3799989.5
72,72,0.003,0.01,0.134245,3799998.0
0,0,0.003,0.02,0.0038000331,8499334.5
1,1,0.003,0.02,0.010705534,8499004.5
2,2,0.003,0.02,0.014694015,8496879.5
3,3,0.003,0.02,0.01853332,8481684.0
4,4,0.003,0.02,0.022326895,7979707.5
5,5,0.003,0.02,0.0244567199999999,5843197.0
6,6,0.003,0.02,0.02567407,5017788.0
7,7,0.003,0.02,0.02643778,3236202.0
8,8,0.003,0.02,0.02707063,2601813.5
9,9,0.003,0.02,0.02773947,3556223.0
10,10,0.003,0.02,0.02842135,3614407.0
11,11,0.003,0.02,0.029038695,2646394.5
12,12,0.003,0.02,0.02972544,3291748.0
13,13,0.003,0.02,0.0305479749999999,2876143.5
14,14,0.003,0.02,0.031529595,2533179.5
15,15,0.003,0.02,0.032527515,2867945.5
16,16,0.003,0.02,0.03353119,2664081.5
17,17,0.003,0.02,0.03458395,2717814.5
18,18,0.003,0.02,0.035599045,2717445.5
19,19,0.003,0.02,0.0366366999999999,2726420.0
20,20,0.003,0.02,0.03768939,2744178.5
21,21,0.003,0.02,0.038733375,2765000.0
22,22,0.003,0.02,0.039742975,2792457.0
23,23,0.003,0.02,0.0413003849999999,2988142.5
24,24,0.003,0.02,0.0433053,3227169.5
25,25,0.003,0.02,0.0453103,3370581.5
26,26,0.003,0.02,0.0473153449999999,3467368.0
27,27,0.003,0.02,0.04932042,3536207.0
28,28,0.003,0.02,0.05132552,3586899.5
29,29,0.003,0.02,0.05333058,3625379.0
30,30,0.003,0.02,0.0553356,3655286.0
31,31,0.003,0.02,0.05734061,3678924.0
32,32,0.003,0.02,0.0593456,3697875.0
33,33,0.003,0.02,0.0613505499999999,3713254.0
34,34,0.003,0.02,0.0633554799999999,3725877.5
35,35,0.003,0.02,0.06536039,3736336.0
36,36,0.003,0.02,0.0673652949999999,3745073.0
37,37,0.003,0.02,0.0693701999999999,3752423.5
38,38,0.003,0.02,0.071375105,3758650.0
39,39,0.003,0.02,0.073380005,3763954.0
40,40,0.003,0.02,0.0753848199999999,3768498.5
41,41,0.003,0.02,0.07738962,3772414.0
42,42,0.003,0.02,0.0793774149999999,3775778.0
43,43,0.003,0.02,0.081299,3778598.5
44,44,0.003,0.02,0.0833038,3781169.0
45,45,0.003,0.02,0.0853085999999999,3783435.0
46,46,0.003,0.02,0.0873134049999999,3785446.0
47,47,0.003,0.02,0.08931828,3787254.5
48,48,0.003,0.02,0.09132325,3788881.5
49,49,0.003,0.02,0.09332825,3790285.5
50,50,0.003,0.02,0.09533325,3791522.0
51,51,0.003,0.02,0.09733825,3792637.0
52,52,0.003,0.02,0.099343255,3793660.0
53,53,0.003,0.02,0.10134825,3794586.5
54,54,0.003,0.02,0.10335325,3795412.5
55,55,0.003,0.02,0.10535815,3796145.5
56,56,0.003,0.02,0.107363,3796800.0
57,57,0.003,0.02,0.10936785,3797386.5
58,58,0.003,0.02,0.1113727499999999,3797914.5
59,59,0.003,0.02,0.1133775499999999,3798392.0
60,60,0.003,0.02,0.11538245,3798824.0
61,61,0.003,0.02,0.1173872499999999,3799207.0
62,62,0.003,0.02,0.11939205,3799533.5
63,63,0.003,0.02,0.12146355,3799773.5
64,64,0.003,0.02,0.1238369,3799908.5
65,65,0.003,0.02,0.1262464999999999,3799958.5
66,66,0.003,0.02,0.1286564,3799981.5
0,0,0.003,0.03,0.00413050155,8499333.5
1,1,0.003,0.03,0.0112724404999999,8498895.0
2,2,0.003,0.03,0.015472795,8495797.0
3,3,0.003,0.03,0.0196118,8462162.0
4,4,0.003,0.03,0.023349805,7228731.0
5,5,0.003,0.03,0.0249992099999999,5437299.0
6,6,0.003,0.03,0.026133625,4240329.5
7,7,0.003,0.03,0.02685512,2693006.0
8,8,0.003,0.03,0.0275899249999999,3048385.0
9,9,0.003,0.03,0.0283276949999999,3982363.5
10,10,0.003,0.03,0.0290325399999999,2756323.5
11,11,0.003,0.03,0.0297896449999999,3583645.5
12,12,0.003,0.03,0.030700775,2978036.0
13,13,0.003,0.03,0.03182172,3286586.5
14,14,0.003,0.03,0.03297544,3150804.0
15,15,0.003,0.03,0.03418032,3175802.5
16,16,0.003,0.03,0.03538517,3192589.0
17,17,0.003,0.03,0.036571365,3204618.0
18,18,0.003,0.03,0.03773467,3227581.0
19,19,0.003,0.03,0.038939575,3259550.5
20,20,0.003,0.03,0.04020722,3301469.0
21,21,0.003,0.03,0.04206462,3387571.5
22,22,0.003,0.03,0.0440672499999999,3472994.5
23,23,0.003,0.03,0.0460244049999999,3540864.5
24,24,0.003,0.03,0.047973125,3594336.5
25,25,0.003,0.03,0.049922325,3637465.5
26,26,0.003,0.03,0.051850745,3670327.5
27,27,0.003,0.03,0.0537845899999999,3692230.0
28,28,0.003,0.03,0.055712095,3709913.5
29,29,0.003,0.03,0.0576913899999999,3724120.5
30,30,0.003,0.03,0.0596944499999999,3735487.0
31,31,0.003,0.03,0.0616973699999999,3744673.5
32,32,0.003,0.03,0.0637002399999999,3752265.0
33,33,0.003,0.03,0.0657030299999999,3758634.0
34,34,0.003,0.03,0.06770579,3764030.0
35,35,0.003,0.03,0.069708525,3768635.0
36,36,0.003,0.03,0.071711245,3772590.0
37,37,0.003,0.03,0.073713955,3776004.0
38,38,0.003,0.03,0.07571667,3778967.0
39,39,0.003,0.03,0.07771932,3781546.5
40,40,0.003,0.03,0.079721935,3783799.5
41,41,0.003,0.03,0.08172455,3785780.0
42,42,0.003,0.03,0.083727155,3787521.5
43,43,0.003,0.03,0.085729775,3789062.5
44,44,0.003,0.03,0.087732385,3790431.5
45,45,0.003,0.03,0.0897349799999999,3791652.5
46,46,0.003,0.03,0.091737565,3792744.0
47,47,0.003,0.03,0.09374016,3793718.5
48,48,0.003,0.03,0.09574275,3794591.5
49,49,0.003,0.03,0.09774534,3795375.5
50,50,0.003,0.03,0.0996550149999999,3796051.5
51,51,0.003,0.03,0.10165035,3796691.0
52,52,0.003,0.03,0.103653,3797268.5
53,53,0.003,0.03,0.1056555999999999,3797793.0
54,54,0.003,0.03,0.1076581,3798266.5
55,55,0.003,0.03,0.1096608,3798696.0
56,56,0.003,0.03,0.1116633,3799079.5
57,57,0.003,0.03,0.11366595,3799418.0
58,58,0.003,0.03,0.1156693999999999,3799688.5
59,59,0.003,0.03,0.117905,3799868.0
60,60,0.003,0.03,0.12031475,3799944.0
61,61,0.003,0.03,0.1227245,3799973.5
62,62,0.003,0.03,0.1251339999999999,3799991.0
0,0,0.003,0.04,0.0045239741499999,8499331.0
1,1,0.003,0.04,0.011888416,8498735.0
2,2,0.003,0.04,0.01638517,8493821.5
3,3,0.003,0.04,0.02087604,8382214.0
4,4,0.003,0.04,0.0241707299999999,6335251.0
5,5,0.003,0.04,0.025599975,5103660.5
6,6,0.003,0.04,0.02656687,3115167.5
7,7,0.003,0.04,0.0273640749999999,2879381.0
8,8,0.003,0.04,0.028183055,3966676.0
9,9,0.003,0.04,0.028966255,2893384.5
10,10,0.003,0.04,0.02980105,3482239.0
11,11,0.003,0.04,0.03081469,3170376.0
12,12,0.003,0.04,0.03208118,3345792.5
13,13,0.003,0.04,0.0333688699999999,3290642.0
14,14,0.003,0.04,0.03471687,3302880.0
15,15,0.003,0.04,0.036009585,3331147.5
16,16,0.003,0.04,0.0373262099999999,3398515.5
17,17,0.003,0.04,0.0386172549999999,3476162.5
18,18,0.003,0.04,0.03990048,3541970.5
19,19,0.003,0.04,0.041563785,3606249.5
20,20,0.003,0.04,0.0434056049999999,3654298.0
21,21,0.003,0.04,0.04529464,3684409.0
22,22,0.003,0.04,0.04724159,3705135.0
23,23,0.003,0.04,0.04915635,3720145.5
24,24,0.003,0.04,0.0511602449999999,3732394.0
25,25,0.003,0.04,0.05316396,3742284.0
26,26,0.003,0.04,0.055167555,3750436.0
27,27,0.003,0.04,0.0571710999999999,3757250.0
28,28,0.003,0.04,0.05917458,3762992.0
29,29,0.003,0.04,0.06117806,3767863.5
30,30,0.003,0.04,0.0631815349999999,3772019.0
31,31,0.003,0.04,0.06518499,3775584.0
