,Dmix,Lmix,X,velocity
0,0.005,0.02,0.006858862366666667,1.4533446666666667
1,0.005,0.02,0.015867759999999998,3.890805666666666
2,0.005,0.02,0.022626233333333325,45.288074
3,0.005,0.02,0.02566020666666667,112.54919999999998
4,0.005,0.02,0.02718263666666667,164.45416666666668
5,0.005,0.02,0.02859823333333333,145.69156666666666
6,0.005,0.02,0.030015499999999994,148.33896666666666
7,0.005,0.02,0.032055650000000005,139.38243333333335
8,0.005,0.02,0.03428166,121.76353333333333
9,0.005,0.02,0.03644444000000001,94.29248333333332
10,0.005,0.02,0.03849564333333333,59.46079999999999
11,0.005,0.02,0.04042592333333333,34.620776666666664
12,0.005,0.02,0.04239011666666666,25.610393333333327
13,0.005,0.02,0.044512716666666674,23.91015
14,0.005,0.02,0.04675951999999999,23.59631666666667
15,0.005,0.02,0.04895093666666666,23.50593333333334
16,0.005,0.02,0.05148562666666667,22.393280000000004
17,0.005,0.02,0.05440005666666667,20.010150000000003
18,0.005,0.02,0.057392843333333325,17.900873333333333
19,0.005,0.02,0.06039923000000001,16.110463333333332
20,0.005,0.02,0.06340558666666667,14.582023333333332
21,0.005,0.02,0.06641189666666665,13.265469999999999
22,0.005,0.02,0.06941821,12.12358
23,0.005,0.02,0.07242451666666666,11.128063333333333
24,0.005,0.02,0.07543081000000001,10.25624466666667
25,0.005,0.02,0.07843705666666669,9.489347333333335
26,0.005,0.02,0.08144328333333332,8.811841333333335
27,0.005,0.02,0.08444949,8.21091
28,0.005,0.02,0.08745560333333334,7.676158000000001
29,0.005,0.02,0.09039831000000001,7.209605
30,0.005,0.02,0.09336760333333334,6.7894413333333326
31,0.005,0.02,0.09637358333333336,6.403676333333334
32,0.005,0.02,0.09937948666666667,6.053409333333334
33,0.005,0.02,0.1023855,5.73478
34,0.005,0.02,0.10539133333333334,5.444408000000001
35,0.005,0.02,0.1083973,5.179809333333333
36,0.005,0.02,0.11134956666666668,4.945132666666667
37,0.005,0.02,0.11430853333333332,4.734801666666667
38,0.005,0.02,0.11741763333333331,4.564796333333333
39,0.005,0.02,0.12097936666666667,4.478435333333333
40,0.005,0.02,0.12457413333333335,4.426090333333334
