,Dmix,Lmix,X,pressure
0,0.0045,0.05,0.0018788611333333328,3299430.6666666665
1,0.0045,0.05,0.006125997333333333,3298932.0
2,0.0045,0.05,0.010337092333333334,3298006.3333333335
3,0.0045,0.05,0.013823069999999998,3296308.6666666665
4,0.0045,0.05,0.015383760000000005,3295427.6666666665
5,0.0045,0.05,0.016789786666666664,3293506.0
6,0.0045,0.05,0.01820588,3288844.6666666665
7,0.0045,0.05,0.019883933333333333,3291953.6666666665
8,0.0045,0.05,0.021642876666666665,3299941.0
9,0.0045,0.05,0.023540966666666663,3350963.3333333335
10,0.0045,0.05,0.025301226666666666,3461782.0
11,0.0045,0.05,0.026982663333333334,3583273.0
12,0.0045,0.05,0.028856850000000003,3674718.0
13,0.0045,0.05,0.030835896666666664,3707812.0
14,0.0045,0.05,0.03286297666666667,3709763.6666666665
15,0.0045,0.05,0.034890059999999994,3705888.0
16,0.0045,0.05,0.036917063333333326,3702085.6666666665
17,0.0045,0.05,0.03894412333333333,3698804.3333333335
18,0.0045,0.05,0.04097120666666666,3695915.6666666665
19,0.0045,0.05,0.04299828333333333,3693299.6666666665
20,0.0045,0.05,0.04502536,3690883.3333333335
21,0.0045,0.05,0.04705240333333334,3688628.3333333335
22,0.0045,0.05,0.04907943000000001,3686501.6666666665
23,0.0045,0.05,0.05110645666666666,3684471.0
24,0.0045,0.05,0.05313348333333333,3682512.6666666665
25,0.0045,0.05,0.055160513333333334,3680618.6666666665
26,0.0045,0.05,0.05718754000000001,3678783.6666666665
27,0.0045,0.05,0.059214566666666676,3677005.3333333335
28,0.0045,0.05,0.06124158999999999,3675272.6666666665
29,0.0045,0.05,0.06326864666666668,3673575.6666666665
30,0.0045,0.05,0.06529572333333333,3671886.3333333335
31,0.0045,0.05,0.06732280000000003,3669306.6666666665
32,0.0045,0.05,0.06974907,3682618.6666666665
33,0.0045,0.05,0.07274468,3711777.3333333335
34,0.0045,0.05,0.07565953333333335,3731217.0
35,0.0045,0.05,0.07866735,3745878.0
36,0.0045,0.05,0.08167515333333332,3756786.6666666665
37,0.0045,0.05,0.08468313333333334,3765059.3333333335
38,0.0045,0.05,0.08769113333333335,3771447.6666666665
39,0.0045,0.05,0.09069915666666667,3776464.0
40,0.0045,0.05,0.09370716666666666,3780466.3333333335
41,0.0045,0.05,0.09671516999999999,3783704.3333333335
42,0.0045,0.05,0.09972319333333333,3786360.6666666665
43,0.0045,0.05,0.10273120000000001,3788566.3333333335
44,0.0045,0.05,0.10573919999999999,3790418.3333333335
45,0.0045,0.05,0.1087472,3791988.3333333335
46,0.0045,0.05,0.11175526666666664,3793329.6666666665
47,0.0045,0.05,0.11472856666666667,3794473.3333333335
48,0.0045,0.05,0.11767123333333335,3795452.6666666665
49,0.0045,0.05,0.12067943333333334,3796325.0
50,0.0045,0.05,0.12368770000000001,3797088.3333333335
51,0.0045,0.05,0.1266959,3797755.3333333335
52,0.0045,0.05,0.12970426666666668,3798340.3333333335
53,0.0045,0.05,0.13271266666666665,3798851.0
54,0.0045,0.05,0.13572103333333332,3799293.6666666665
55,0.0045,0.05,0.13872999999999996,3799695.6666666665
56,0.0045,0.05,0.14207083333333337,3799934.0
57,0.0045,0.05,0.1456853,3799976.3333333335
