,Unnamed: 0,Dmix,Lmix,X,pressure
0,0,0.003,0.01,0.0013634693999999,3297759.5
1,1,0.003,0.01,0.0045971374999999,3296883.5
2,2,0.003,0.01,0.007867065,3295108.0
3,3,0.003,0.01,0.0111342785,3291155.5
4,4,0.003,0.01,0.01373616,3283599.5
5,5,0.003,0.01,0.014498075,3282752.0
6,6,0.003,0.01,0.0151352249999999,3285396.0
7,7,0.003,0.01,0.0157156099999999,3283065.0
8,8,0.003,0.01,0.016285575,3276146.5
9,9,0.003,0.01,0.01687342,3253600.5
10,10,0.003,0.01,0.0174505849999999,3200132.5
11,11,0.003,0.01,0.018041835,3071371.5
12,12,0.003,0.01,0.01876053,2775737.0
13,13,0.003,0.01,0.0196295999999999,2481531.0
14,14,0.003,0.01,0.02053071,2592106.5
15,15,0.003,0.01,0.021431755,2669914.0
16,16,0.003,0.01,0.02231252,2590066.0
17,17,0.003,0.01,0.02318871,2596384.5
18,18,0.003,0.01,0.02408965,2657023.5
19,19,0.003,0.01,0.0249786799999999,2715423.0
20,20,0.003,0.01,0.025846575,2751579.5
21,21,0.003,0.01,0.026747515,2745594.0
22,22,0.003,0.01,0.02764843,2672912.5
23,23,0.003,0.01,0.02879367,2255346.0
24,24,0.003,0.01,0.03073654,2833739.0
25,25,0.003,0.01,0.03274323,3210521.5
26,26,0.003,0.01,0.0347502649999999,3378599.0
27,27,0.003,0.01,0.036757035,3481921.5
28,28,0.003,0.01,0.038763645,3551792.5
29,29,0.003,0.01,0.040770185,3602061.5
30,30,0.003,0.01,0.04277667,3639601.5
31,31,0.003,0.01,0.04478313,3668369.0
32,32,0.003,0.01,0.046789535,3690864.5
33,33,0.003,0.01,0.04879592,3708717.5
34,34,0.003,0.01,0.0508023099999999,3723075.0
35,35,0.003,0.01,0.05280863,3734748.0
36,36,0.003,0.01,0.054814945,3744334.5
37,37,0.003,0.01,0.0568212649999999,3752272.0
38,38,0.003,0.01,0.0588275799999999,3758897.5
39,39,0.003,0.01,0.06083389,3764463.0
40,40,0.003,0.01,0.062840155,3769166.5
41,41,0.003,0.01,0.064846445,3773168.0
42,42,0.003,0.01,0.0668527449999999,3776586.5
43,43,0.003,0.01,0.06885903,3779522.5
44,44,0.003,0.01,0.07081202,3781992.5
45,45,0.003,0.01,0.072771205,3784134.0
46,46,0.003,0.01,0.0747775,3786040.0
47,47,0.003,0.01,0.0767837999999999,3787686.0
48,48,0.003,0.01,0.07879012,3789123.5
49,49,0.003,0.01,0.0807966,3790442.5
50,50,0.003,0.01,0.082784355,3791695.5
51,51,0.003,0.01,0.08471039,3792790.0
52,52,0.003,0.01,0.086717455,3793768.0
53,53,0.003,0.01,0.088724205,3794605.0
54,54,0.003,0.01,0.090730785,3795336.5
55,55,0.003,0.01,0.0927372549999999,3795983.5
56,56,0.003,0.01,0.094743695,3796566.0
57,57,0.003,0.01,0.09675002,3797087.0
58,58,0.003,0.01,0.098756335,3797555.0
59,59,0.003,0.01,0.100762635,3797980.0
60,60,0.003,0.01,0.10276895,3798361.5
61,61,0.003,0.01,0.10477525,3798708.5
62,62,0.003,0.01,0.1067815999999999,3799024.0
63,63,0.003,0.01,0.10878775,3799311.0
64,64,0.003,0.01,0.1107812,3799573.0
65,65,0.003,0.01,0.11269965,3799810.5
66,66,0.003,0.01,0.1148115499999999,3799987.5
67,67,0.003,0.01,0.11715895,3800000.0
68,68,0.003,0.01,0.1194951499999999,3800000.0
69,69,0.003,0.01,0.12190485,3800000.0
0,0,0.003,0.02,0.0013175346,3295886.5
1,1,0.003,0.02,0.004453512,3294790.0
2,2,0.003,0.02,0.0076262479999999,3292167.0
3,3,0.003,0.02,0.0107958695,3286301.0
4,4,0.003,0.02,0.01354911,3273413.5
5,5,0.003,0.02,0.01451413,3269264.0
6,6,0.003,0.02,0.015230085,3269164.5
7,7,0.003,0.02,0.015894525,3261577.0
8,8,0.003,0.02,0.016560365,3232560.5
9,9,0.003,0.02,0.017224765,3164516.0
10,10,0.003,0.02,0.017933515,3023577.0
11,11,0.003,0.02,0.018787875,2761100.0
12,12,0.003,0.02,0.01982347,2688697.5
13,13,0.003,0.02,0.0208762,2731912.5
14,14,0.003,0.02,0.02192601,2693503.0
15,15,0.003,0.02,0.022928945,2707464.5
16,16,0.003,0.02,0.023981645,2714212.0
17,17,0.003,0.02,0.0250343749999999,2727139.5
18,18,0.003,0.02,0.026039235,2744965.0
19,19,0.003,0.02,0.027087245,2765889.0
20,20,0.003,0.02,0.028130155,2789230.0
21,21,0.003,0.02,0.029736665,3026171.5
22,22,0.003,0.02,0.03174289,3248755.5
23,23,0.003,0.02,0.03374935,3384797.0
24,24,0.003,0.02,0.03567151,3473867.0
25,25,0.003,0.02,0.03766234,3540165.0
26,26,0.003,0.02,0.039669075,3590266.0
27,27,0.003,0.02,0.04167574,3628367.0
28,28,0.003,0.02,0.04368227,3657792.5
29,29,0.003,0.02,0.045688715,3680974.5
30,30,0.003,0.02,0.04769507,3699553.0
31,31,0.003,0.02,0.049701375,3714647.0
32,32,0.003,0.02,0.051707645,3727046.0
33,33,0.003,0.02,0.0537138649999999,3737326.5
34,34,0.003,0.02,0.05572006,3745915.0
35,35,0.003,0.02,0.05772622,3753142.5
36,36,0.003,0.02,0.05973234,3759265.5
37,37,0.003,0.02,0.0617384699999999,3764483.0
38,38,0.003,0.02,0.06374457,3768955.0
39,39,0.003,0.02,0.06575067,3772810.5
40,40,0.003,0.02,0.067669655,3776003.5
41,41,0.003,0.02,0.0696625449999999,3778881.0
42,42,0.003,0.02,0.071668645,3781416.0
43,43,0.003,0.02,0.073674745,3783640.5
44,44,0.003,0.02,0.07568084,3785596.0
45,45,0.003,0.02,0.077686965,3787312.0
46,46,0.003,0.02,0.07969316,3788837.0
47,47,0.003,0.02,0.08169946,3790243.5
48,48,0.003,0.02,0.08370606,3791560.5
49,49,0.003,0.02,0.085712885,3792757.0
50,50,0.003,0.02,0.087719685,3793810.5
51,51,0.003,0.02,0.089726275,3794730.0
52,52,0.003,0.02,0.091732695,3795536.0
53,53,0.003,0.02,0.09373899,3796250.5
54,54,0.003,0.02,0.095745195,3796891.5
55,55,0.003,0.02,0.09775139,3797466.0
56,56,0.003,0.02,0.09975745,3797986.0
57,57,0.003,0.02,0.1017635,3798457.0
58,58,0.003,0.02,0.1037695999999999,3798886.0
59,59,0.003,0.02,0.10577555,3799276.5
60,60,0.003,0.02,0.1077814499999999,3799635.5
61,61,0.003,0.02,0.1098788,3799899.5
62,62,0.003,0.02,0.1122674999999999,3799958.0
63,63,0.003,0.02,0.1146772,3799975.0
64,64,0.003,0.02,0.1170113999999999,3799988.5
0,0,0.003,0.03,0.0011821105,3297139.0
1,1,0.003,0.03,0.0040013364999999,3296747.0
2,2,0.003,0.03,0.0068381135,3295499.0
3,3,0.003,0.03,0.0095673985,3293188.0
4,4,0.003,0.03,0.012412985,3287567.5
5,5,0.003,0.03,0.0141463,3280982.0
6,6,0.003,0.03,0.014956365,3282390.0
7,7,0.003,0.03,0.01567484,3281255.5
8,8,0.003,0.03,0.016418625,3269117.0
9,9,0.003,0.03,0.017179305,3239266.5
10,10,0.003,0.03,0.01797747,3204397.5
11,11,0.003,0.03,0.0189855,3148596.0
12,12,0.003,0.03,0.020183225,3161014.0
13,13,0.003,0.03,0.021335155,3167486.5
14,14,0.003,0.03,0.022540015,3177062.5
15,15,0.003,0.03,0.023744885,3188602.0
16,16,0.003,0.03,0.024936685,3204073.0
17,17,0.003,0.03,0.02609455,3229541.5
18,18,0.003,0.03,0.027282495,3261628.5
19,19,0.003,0.03,0.0285638699999999,3305489.0
20,20,0.003,0.03,0.0304857399999999,3396495.5
21,21,0.003,0.03,0.03245111,3478108.5
22,22,0.003,0.03,0.03439503,3542998.5
23,23,0.003,0.03,0.03632416,3595405.0
24,24,0.003,0.03,0.03827054,3636871.0
25,25,0.003,0.03,0.0402029599999999,3668661.0
26,26,0.003,0.03,0.042117975,3693647.0
27,27,0.003,0.03,0.044123445,3712568.0
28,28,0.003,0.03,0.046032285,3725778.0
29,29,0.003,0.03,0.04803236,3736661.5
30,30,0.003,0.03,0.0500366099999999,3745584.5
31,31,0.003,0.03,0.05204076,3753004.0
32,32,0.003,0.03,0.0540448,3759253.0
33,33,0.003,0.03,0.0560487999999999,3764558.0
34,34,0.003,0.03,0.0580527999999999,3769096.0
35,35,0.003,0.03,0.060056735,3772999.0
36,36,0.003,0.03,0.06206064,3776369.5
37,37,0.003,0.03,0.0640645199999999,3779297.0
38,38,0.003,0.03,0.06604031,3781814.0
39,39,0.003,0.03,0.06797195,3783956.0
40,40,0.003,0.03,0.069975725,3785906.5
41,41,0.003,0.03,0.07197949,3787626.5
42,42,0.003,0.03,0.07398325,3789146.5
43,43,0.003,0.03,0.075987005,3790491.5
44,44,0.003,0.03,0.077990785,3791690.5
45,45,0.003,0.03,0.079994565,3792762.0
46,46,0.003,0.03,0.081998345,3793730.0
47,47,0.003,0.03,0.084002145,3794607.0
48,48,0.003,0.03,0.086006085,3795399.5
49,49,0.003,0.03,0.08801,3796114.5
50,50,0.003,0.03,0.090013925,3796760.5
51,51,0.003,0.03,0.092017875,3797338.0
52,52,0.003,0.03,0.094021725,3797859.0
53,53,0.003,0.03,0.09602551,3798329.5
54,54,0.003,0.03,0.09802929,3798756.0
55,55,0.003,0.03,0.10003298,3799141.0
56,56,0.003,0.03,0.10203655,3799495.0
