,Unnamed: 0,Dmix,Lmix,X,velocity
0,0,0.003,0.01,0.0015315932,1.4086439
1,1,0.003,0.01,0.004803392,2.1255095
2,2,0.003,0.01,0.008075396,2.684193
3,3,0.003,0.01,0.0113465465,3.3106195
4,4,0.003,0.01,0.01385022,5.057763499999999
5,5,0.003,0.01,0.014581525,6.6862055
6,6,0.003,0.01,0.015230325,8.077366
7,7,0.003,0.01,0.0158779,9.576874
8,8,0.003,0.01,0.01652435,12.053864999999998
9,9,0.003,0.01,0.01717058,16.637655000000002
10,10,0.003,0.01,0.01781731,27.5873
11,11,0.003,0.01,0.0185055899999999,54.830205
12,12,0.003,0.01,0.01938338,66.98239499999998
13,13,0.003,0.01,0.020284285,65.12396500000001
14,14,0.003,0.01,0.0211851949999999,52.40568
15,15,0.003,0.01,0.0220860949999999,52.11744
16,16,0.003,0.01,0.02298701,52.63786
17,17,0.003,0.01,0.0238879249999999,50.657665
18,18,0.003,0.01,0.02478883,47.4917
19,19,0.003,0.01,0.02568975,42.878465
20,20,0.003,0.01,0.02659067,39.339755
21,21,0.003,0.01,0.0274915799999999,37.67132
22,22,0.003,0.01,0.0284663299999999,38.758245
23,23,0.003,0.01,0.030248805,38.62827
24,24,0.003,0.01,0.0322560499999999,24.23239
25,25,0.003,0.01,0.0342632349999999,17.72352
26,26,0.003,0.01,0.036270355,15.55864
27,27,0.003,0.01,0.03827745,14.979
28,28,0.003,0.01,0.04028453,14.657515
29,29,0.003,0.01,0.042291625,14.267465
30,30,0.003,0.01,0.0442987049999999,13.776185000000002
31,31,0.003,0.01,0.046305775,13.204725
32,32,0.003,0.01,0.04831284,12.58191
33,33,0.003,0.01,0.0503198999999999,11.93539
34,34,0.003,0.01,0.05232696,11.287760000000002
35,35,0.003,0.01,0.05433402,10.6555
36,36,0.003,0.01,0.05634108,10.0489125
37,37,0.003,0.01,0.0583481399999999,9.47337
38,38,0.003,0.01,0.06035521,8.931637999999998
39,39,0.003,0.01,0.06236227,8.424572
40,40,0.003,0.01,0.0643693449999999,7.9515885
41,41,0.003,0.01,0.06637643,7.511214999999998
42,42,0.003,0.01,0.0683835199999999,7.101547500000001
43,43,0.003,0.01,0.070390605,6.720647
44,44,0.003,0.01,0.0723976799999999,6.3665495000000005
45,45,0.003,0.01,0.07440477,6.0372585
46,46,0.003,0.01,0.076411855,5.730960500000001
47,47,0.003,0.01,0.0784189199999999,5.446754500000001
48,48,0.003,0.01,0.08042598,5.184736499999999
49,49,0.003,0.01,0.082433075,4.948648499999999
50,50,0.003,0.01,0.08444028,4.7187365
51,51,0.003,0.01,0.08644746,4.499216500000001
52,52,0.003,0.01,0.088454535,4.3133285
53,53,0.003,0.01,0.090461595,4.147371499999999
54,54,0.003,0.01,0.0924686599999999,3.9921035
55,55,0.003,0.01,0.09447572,3.8443525
56,56,0.003,0.01,0.0964827799999999,3.7025795
57,57,0.003,0.01,0.098489835,3.566224
58,58,0.003,0.01,0.100496865,3.4351620000000005
59,59,0.003,0.01,0.10250395,3.309334
60,60,0.003,0.01,0.104511,3.1886805
61,61,0.003,0.01,0.10651805,3.073026
62,62,0.003,0.01,0.1085251,2.96214
63,63,0.003,0.01,0.11053225,2.855571
64,64,0.003,0.01,0.1125393,2.7522665
65,65,0.003,0.01,0.11461275,2.6350135000000003
66,66,0.003,0.01,0.11698605,2.6118765
67,67,0.003,0.01,0.1193957,2.6203890000000003
68,68,0.003,0.01,0.1218054499999999,2.6266105
0,0,0.003,0.02,0.00133630455,8.030019999999999
1,1,0.003,0.02,0.0044766425,10.3364375
2,2,0.003,0.02,0.0076520719999999,12.565310000000002
3,3,0.003,0.02,0.010825437,16.357295
4,4,0.003,0.02,0.0135790199999999,21.991550000000004
5,5,0.003,0.02,0.01454956,24.576535
6,6,0.003,0.02,0.01528418,26.95026
7,7,0.003,0.02,0.016024215,30.64395
8,8,0.003,0.02,0.01677523,38.89631
9,9,0.003,0.02,0.0175242499999999,56.16524
10,10,0.003,0.02,0.018292185,98.00705
11,11,0.003,0.02,0.01928395,114.80390000000004
12,12,0.003,0.02,0.020336615,109.71835
13,13,0.003,0.02,0.021389245,104.8941
14,14,0.003,0.02,0.022441885,103.25445
15,15,0.003,0.02,0.0234945299999999,100.390095
16,16,0.003,0.02,0.024547185,98.9381
17,17,0.003,0.02,0.0255998149999999,98.643305
18,18,0.003,0.02,0.02665248,100.383925
19,19,0.003,0.02,0.027705115,104.06155
20,20,0.003,0.02,0.029049195,95.6197
21,21,0.003,0.02,0.031033095,72.664585
22,22,0.003,0.02,0.0330403799999999,61.80998
23,23,0.003,0.02,0.0350476699999999,54.849715
24,24,0.003,0.02,0.037054945,49.620155
25,25,0.003,0.02,0.039062205,45.425935
26,26,0.003,0.02,0.041069455,41.76941000000001
27,27,0.003,0.02,0.0430766649999999,38.33742
28,28,0.003,0.02,0.045083855,35.10238499999999
29,29,0.003,0.02,0.047091025,32.122055
30,30,0.003,0.02,0.04909819,29.4284
31,31,0.003,0.02,0.0511053499999999,27.013780000000004
32,32,0.003,0.02,0.0531125099999999,24.852045
33,33,0.003,0.02,0.05511968,22.912655
34,34,0.003,0.02,0.0571267949999999,21.16805
35,35,0.003,0.02,0.059133885,19.595825
36,36,0.003,0.02,0.061140975,18.178045
37,37,0.003,0.02,0.063148085,16.900105000000003
38,38,0.003,0.02,0.0651552199999999,15.74928
39,39,0.003,0.02,0.0671623649999999,14.713995
40,40,0.003,0.02,0.069169495,13.78301
41,41,0.003,0.02,0.07117664,12.9455
42,42,0.003,0.02,0.073183785,12.19179
43,43,0.003,0.02,0.07519092,11.51459
44,44,0.003,0.02,0.07719804,10.90952
45,45,0.003,0.02,0.0792052149999999,10.3685
46,46,0.003,0.02,0.0812124499999999,9.887356
47,47,0.003,0.02,0.0832197,9.530579
48,48,0.003,0.02,0.085227075,9.341329
49,49,0.003,0.02,0.08723442,9.1383965
50,50,0.003,0.02,0.089241665,8.850657
51,51,0.003,0.02,0.09124888,8.511803
52,52,0.003,0.02,0.093255985,8.152959
53,53,0.003,0.02,0.095263075,7.792661000000001
54,54,0.003,0.02,0.09727017,7.440851499999999
55,55,0.003,0.02,0.099277265,7.102603499999999
56,56,0.003,0.02,0.1012843499999999,6.780084499999999
57,57,0.003,0.02,0.1032914,6.4734145
58,58,0.003,0.02,0.1052985499999999,6.180356000000001
59,59,0.003,0.02,0.1073056,5.890893999999999
60,60,0.003,0.02,0.1093406999999999,5.585300500000001
61,61,0.003,0.02,0.11167175,5.698626
62,62,0.003,0.02,0.1140814499999999,5.823105
63,63,0.003,0.02,0.116491,5.911768999999999
0,0,0.003,0.03,0.0011796690499999,6.894599
1,1,0.003,0.03,0.0039810234999999,8.708179999999999
2,2,0.003,0.03,0.00671386,10.337660500000002
3,3,0.003,0.03,0.0095682594999999,12.800260000000003
4,4,0.003,0.03,0.01241512,16.738480000000003
5,5,0.003,0.03,0.014161435,19.994335
6,6,0.003,0.03,0.01500153,21.387485
7,7,0.003,0.03,0.0158379849999999,23.729075
8,8,0.003,0.03,0.01667755,29.121465
9,9,0.003,0.03,0.01750773,39.899440000000006
10,10,0.003,0.03,0.01830975,56.231875
11,11,0.003,0.03,0.0194097,57.674645
12,12,0.003,0.03,0.020614615,55.68771
13,13,0.003,0.03,0.02176139,54.173555
14,14,0.003,0.03,0.02296423,55.706205
15,15,0.003,0.03,0.024169085,58.01648999999999
16,16,0.003,0.03,0.02537393,57.62895
17,17,0.003,0.03,0.02656997,54.49816
18,18,0.003,0.03,0.0277238,52.261
19,19,0.003,0.03,0.0292873149999999,47.98110499999999
20,20,0.003,0.03,0.03124183,41.23565
21,21,0.003,0.03,0.033196275,37.01537
22,22,0.003,0.03,0.035201705,34.228205
23,23,0.003,0.03,0.037163205,32.33172499999999
24,24,0.003,0.03,0.039112475,31.180699999999995
25,25,0.003,0.03,0.041118105,30.619084999999995
26,26,0.003,0.03,0.043123535,29.91739
27,27,0.003,0.03,0.045128605,28.66049
28,28,0.003,0.03,0.047133325,27.098589999999994
29,29,0.003,0.03,0.0491380249999999,25.449265
30,30,0.003,0.03,0.0511427149999999,23.830825
31,31,0.003,0.03,0.053147395,22.299645
32,32,0.003,0.03,0.05515203,20.87115
33,33,0.003,0.03,0.05715663,19.546665
34,34,0.003,0.03,0.05916124,18.32161
35,35,0.003,0.03,0.0611658399999999,17.189014999999998
36,36,0.003,0.03,0.063170395,16.14128
37,37,0.003,0.03,0.0651749449999999,15.171085
38,38,0.003,0.03,0.06717948,14.272085
39,39,0.003,0.03,0.069184,13.43861
40,40,0.003,0.03,0.0711884999999999,12.665805
41,41,0.003,0.03,0.073193,11.949625
42,42,0.003,0.03,0.0751975,11.286905
43,43,0.003,0.03,0.0772020149999999,10.675260000000002
44,44,0.003,0.03,0.0792065399999999,10.112740999999998
45,45,0.003,0.03,0.081211065,9.598456000000002
46,46,0.003,0.03,0.083215605,9.133119
47,47,0.003,0.03,0.08522025,8.715988
48,48,0.003,0.03,0.087224915,8.3409415
49,49,0.003,0.03,0.0892296,7.9975770000000015
50,50,0.003,0.03,0.091234285,7.674609999999999
51,51,0.003,0.03,0.09323891,7.364274
52,52,0.003,0.03,0.09524345,7.063533
53,53,0.003,0.03,0.0972479749999999,6.771935000000001
54,54,0.003,0.03,0.099252485,6.489399000000001
55,55,0.003,0.03,0.1012569,6.213751500000001
56,56,0.003,0.03,0.10326125,5.9310295
57,57,0.003,0.03,0.10538695,5.753724
58,58,0.003,0.03,0.1077865,5.873384
59,59,0.003,0.03,0.1101959999999999,5.967783000000001
60,60,0.003,0.03,0.1126057,6.048254999999999
0,0,0.003,0.04,0.00109332955,4.876705500000001
1,1,0.003,0.04,0.0038289805,5.992000999999999
2,2,0.003,0.04,0.006674563,7.1336945
3,3,0.003,0.04,0.0095177589999999,8.77943
4,4,0.003,0.04,0.012355235,11.3680885
5,5,0.003,0.04,0.014194935,13.524175
6,6,0.003,0.04,0.01512618,14.43982
7,7,0.003,0.04,0.016044095,16.06427
8,8,0.003,0.04,0.01694976,19.60927
9,9,0.003,0.04,0.0178496999999999,25.540940000000003
10,10,0.003,0.04,0.0188245399999999,28.414465
11,11,0.003,0.04,0.02007072,26.0932
12,12,0.003,0.04,0.021314125,31.54714
13,13,0.003,0.04,0.0225883999999999,41.010090000000005
14,14,0.003,0.04,0.023918505,47.581105
15,15,0.003,0.04,0.025174455,41.348605000000006
16,16,0.003,0.04,0.026373495,33.141875000000006
17,17,0.003,0.04,0.027573225,30.327465
18,18,0.003,0.04,0.0290168549999999,31.11785
19,19,0.003,0.04,0.030914265,32.04544500000001
20,20,0.003,0.04,0.0328220199999999,32.754870000000004
21,21,0.003,0.04,0.03482818,32.357299999999995
22,22,0.003,0.04,0.0368337949999999,30.968245
23,23,0.003,0.04,0.03883918,29.14642
24,24,0.003,0.04,0.04084445,27.2416
25,25,0.003,0.04,0.0428496649999999,25.402995
26,26,0.003,0.04,0.04485484,23.684295
27,27,0.003,0.04,0.046859965,22.09951
28,28,0.003,0.04,0.0488650849999999,20.645695
29,29,0.003,0.04,0.0508702049999999,19.313759999999995
30,30,0.003,0.04,0.052875315,18.09287
31,31,0.003,0.04,0.0548803899999999,16.972215
32,32,0.003,0.04,0.056885425,15.941505000000005
33,33,0.003,0.04,0.058890475,14.991905000000004
34,34,0.003,0.04,0.060895515,14.11558
35,35,0.003,0.04,0.06290055,13.305895
36,36,0.003,0.04,0.06490554,12.557215
37,37,0.003,0.04,0.0669105,11.86476
38,38,0.003,0.04,0.0689154999999999,11.224425
39,39,0.003,0.04,0.0709205,10.6326
40,40,0.003,0.04,0.0729254799999999,10.0858775
41,41,0.003,0.04,0.07493046,9.5803385
42,42,0.003,0.04,0.076935535,9.1117755
43,43,0.003,0.04,0.07894058,8.676324999999997
44,44,0.003,0.04,0.080945615,8.270596000000001
45,45,0.003,0.04,0.0829506599999999,7.8913645
46,46,0.003,0.04,0.084955705,7.535534500000002
47,47,0.003,0.04,0.08696075,7.200389999999999
48,48,0.003,0.04,0.0889658,6.883748500000001
49,49,0.003,0.04,0.090970755,6.583874
50,50,0.003,0.04,0.092975645,6.2992035
51,51,0.003,0.04,0.09498054,6.0276665
52,52,0.003,0.04,0.09698542,5.7643325
53,53,0.003,0.04,0.0989900749999999,5.4940385
54,54,0.003,0.04,0.1012073,5.400208999999999
55,55,0.003,0.04,0.10361695,5.473806499999999
56,56,0.003,0.04,0.1060265,5.529364
57,57,0.003,0.04,0.10843615,5.578773
0,0,0.003,0.05,0.00114284415,1.07487925
1,1,0.003,0.05,0.004022606,1.3165065
2,2,0.003,0.05,0.0070149,1.5849955000000002
3,3,0.003,0.05,0.0100043394999999,1.9761205
4,4,0.003,0.05,0.01292771,2.5188895
5,5,0.003,0.05,0.01449953,2.718147
6,6,0.003,0.05,0.0155857199999999,2.937372
7,7,0.003,0.05,0.0165957049999999,9.4448
8,8,0.003,0.05,0.01754741,35.657055
9,9,0.003,0.05,0.0184922249999999,47.52669
10,10,0.003,0.05,0.0196325949999999,54.59477
11,11,0.003,0.05,0.0210873899999999,56.39477
12,12,0.003,0.05,0.022571945,55.66441
13,13,0.003,0.05,0.0239850899999999,50.20078500000001
14,14,0.003,0.05,0.02532054,37.73873999999999
15,15,0.003,0.05,0.02654869,22.848285
16,16,0.003,0.05,0.0276606199999999,11.520722
17,17,0.003,0.05,0.0287793,8.632615499999998
18,18,0.003,0.05,0.03036311,13.979315
19,19,0.003,0.05,0.032344625,17.243474999999997
20,20,0.003,0.05,0.0343509299999999,17.551049999999996
21,21,0.003,0.05,0.0363570399999999,16.765660000000004
22,22,0.003,0.05,0.038363045,15.72671
23,23,0.003,0.05,0.04036895,14.680840000000003
24,24,0.003,0.05,0.042374925,13.693555
25,25,0.003,0.05,0.04438085,12.77945
26,26,0.003,0.05,0.046386795,11.93821
27,27,0.003,0.05,0.04839275,11.165425
28,28,0.003,0.05,0.0503987199999999,10.45554
29,29,0.003,0.05,0.052404615,9.803146000000002
30,30,0.003,0.05,0.05441051,9.20373
31,31,0.003,0.05,0.0564163999999999,8.65333
