,Unnamed: 0,Dmix,Lmix,X,velocity
0,0,0.003,0.01,0.0035185401,1.349447
1,1,0.003,0.01,0.010176883,1.512175
2,2,0.003,0.01,0.0140160299999999,2.4719460000000004
3,3,0.003,0.01,0.017599415,5.049409999999999
4,4,0.003,0.01,0.021184035,16.202999
5,5,0.003,0.01,0.0240241849999999,72.875115
6,6,0.003,0.01,0.0252509299999999,99.64936
7,7,0.003,0.01,0.02619323,127.66465
8,8,0.003,0.01,0.02672156,162.41755000000003
9,9,0.003,0.01,0.027262445,162.38325
10,10,0.003,0.01,0.02801392,155.96525
11,11,0.003,0.01,0.029581405,127.29404999999996
12,12,0.003,0.01,0.0300993799999999,161.43425
13,13,0.003,0.01,0.030617645,163.68155000000002
14,14,0.003,0.01,0.0311786249999999,147.46015000000003
15,15,0.003,0.01,0.031827545,160.24110000000002
16,16,0.003,0.01,0.0326400649999999,183.81705
17,17,0.003,0.01,0.03353684,170.44009999999997
18,18,0.003,0.01,0.034378075,156.5226
19,19,0.003,0.01,0.03523805,162.3893
20,20,0.003,0.01,0.0361067999999999,161.48855000000003
21,21,0.003,0.01,0.0370077499999999,155.66285
22,22,0.003,0.01,0.037872995,151.35374999999996
23,23,0.003,0.01,0.0387647,147.4918
24,24,0.003,0.01,0.039665635,145.9323
25,25,0.003,0.01,0.0405422549999999,147.68075000000002
26,26,0.003,0.01,0.041461475,159.20625
27,27,0.003,0.01,0.04316106,158.5447
28,28,0.003,0.01,0.045071795,110.64763499999997
29,29,0.003,0.01,0.0470221299999999,91.304845
30,30,0.003,0.01,0.048982205,77.876515
31,31,0.003,0.01,0.05098754,67.83649
32,32,0.003,0.01,0.052992835,60.11388000000001
33,33,0.003,0.01,0.05499808,53.899965
34,34,0.003,0.01,0.05700328,48.75505
35,35,0.003,0.01,0.059008445,44.41704
36,36,0.003,0.01,0.0610135649999999,40.710775
37,37,0.003,0.01,0.06298699,37.552815
38,38,0.003,0.01,0.06492353,34.866985
39,39,0.003,0.01,0.0669286349999999,32.41015
40,40,0.003,0.01,0.0689336999999999,30.22871
41,41,0.003,0.01,0.0709387,28.279815
42,42,0.003,0.01,0.0729437,26.52967
43,43,0.003,0.01,0.0749487,24.951130000000003
44,44,0.003,0.01,0.0769537,23.52199
45,45,0.003,0.01,0.07895867,22.22395
46,46,0.003,0.01,0.080963625,21.041905
47,47,0.003,0.01,0.0829538449999999,19.97014
48,48,0.003,0.01,0.084873275,19.030785
49,49,0.003,0.01,0.08687823,18.116995000000003
50,50,0.003,0.01,0.0888832049999999,17.267400000000002
51,51,0.003,0.01,0.09088831,16.488324999999996
52,52,0.003,0.01,0.09289356,15.668515
53,53,0.003,0.01,0.0948989349999999,14.796920000000004
54,54,0.003,0.01,0.096904355,13.946495
55,55,0.003,0.01,0.098827395,13.197205
56,56,0.003,0.01,0.1008148499999999,12.51355
57,57,0.003,0.01,0.10282015,11.91198
58,58,0.003,0.01,0.1048254,11.37707
59,59,0.003,0.01,0.1068305,10.892675
60,60,0.003,0.01,0.1088357,10.448375
61,61,0.003,0.01,0.11084075,10.037512
62,62,0.003,0.01,0.11284595,9.6557495
63,63,0.003,0.01,0.114851,9.300116499999998
64,64,0.003,0.01,0.11683535,8.971071499999999
65,65,0.003,0.01,0.11876075,8.675176
66,66,0.003,0.01,0.12076575,8.385311499999997
67,67,0.003,0.01,0.12277075,8.113651
68,68,0.003,0.01,0.1247756499999999,7.863454000000002
69,69,0.003,0.01,0.12678645,7.651676499999998
70,70,0.003,0.01,0.1290585,7.50715
71,71,0.003,0.01,0.1314684,7.4291195
72,72,0.003,0.01,0.1337688,7.375211
73,73,0.003,0.01,0.13616745,7.3283285
0,0,0.003,0.02,0.0038000305999999,1.3503664999999998
1,1,0.003,0.02,0.010716827,1.5597505
2,2,0.003,0.02,0.0147576999999999,2.7876995
3,3,0.003,0.02,0.01865663,6.589649
4,4,0.003,0.02,0.0225093499999999,32.887510000000006
5,5,0.003,0.02,0.02466163,90.18305
6,6,0.003,0.02,0.02587913,110.241495
7,7,0.003,0.02,0.02660387,158.36925
8,8,0.003,0.02,0.027220775,159.95430000000005
9,9,0.003,0.02,0.02787324,154.6139
10,10,0.003,0.02,0.028504365,137.60770000000002
11,11,0.003,0.02,0.02911086,151.41339999999997
12,12,0.003,0.02,0.029793405,142.53050000000002
13,13,0.003,0.02,0.030532755,143.82295
14,14,0.003,0.02,0.031478395,162.26435
15,15,0.003,0.02,0.03253124,149.9163
16,16,0.003,0.02,0.0335508699999999,153.18535000000003
17,17,0.003,0.02,0.034584685,150.73635
18,18,0.003,0.02,0.035603525,148.41259999999994
19,19,0.003,0.02,0.0366375849999999,146.52120000000002
20,20,0.003,0.02,0.037677695,144.15555
21,21,0.003,0.02,0.03869045,141.64455
22,22,0.003,0.02,0.039743175,138.93220000000002
23,23,0.003,0.02,0.041125125,127.08755
24,24,0.003,0.02,0.04311641,105.98886
25,25,0.003,0.02,0.04512185,91.165245
26,26,0.003,0.02,0.0471273599999999,79.87191
27,27,0.003,0.02,0.0491329549999999,70.481955
28,28,0.003,0.02,0.051055625,62.94963
29,29,0.003,0.02,0.0530439499999999,56.51929000000001
