,Unnamed: 0,Dmix,Lmix,X,pressure
0,0,0.003,0.01,0.00136995045,3298102.0
1,1,0.003,0.01,0.0046037605,3296949.5
2,2,0.003,0.01,0.0078750945,3295237.5
3,3,0.003,0.01,0.0111440845,3291474.5
4,4,0.003,0.01,0.0137425749999999,3285143.0
5,5,0.003,0.01,0.01450824,3283702.5
6,6,0.003,0.01,0.015133395,3283286.0
7,7,0.003,0.01,0.01578305,3280479.5
8,8,0.003,0.01,0.016422455,3271454.0
9,9,0.003,0.01,0.017054965,3247046.0
10,10,0.003,0.01,0.01768494,3178615.0
11,11,0.003,0.01,0.0183433,2927872.5
12,12,0.003,0.01,0.0192058949999999,2622945.5
13,13,0.003,0.01,0.02010685,2497545.0
14,14,0.003,0.01,0.02100784,2654986.0
15,15,0.003,0.01,0.02190879,2634873.5
16,16,0.003,0.01,0.022809715,2581126.5
17,17,0.003,0.01,0.02371063,2629092.0
18,18,0.003,0.01,0.024611555,2690095.5
19,19,0.003,0.01,0.0255125,2741892.5
20,20,0.003,0.01,0.02641342,2755005.5
21,21,0.003,0.01,0.027306435,2715762.0
22,22,0.003,0.01,0.028196105,2489074.0
23,23,0.003,0.01,0.02980785,2388592.0
24,24,0.003,0.01,0.0317667399999999,3073776.5
25,25,0.003,0.01,0.033774185,3306649.5
26,26,0.003,0.01,0.035781125,3436341.5
27,27,0.003,0.01,0.03778802,3520255.5
28,28,0.003,0.01,0.039794915,3579061.0
29,29,0.003,0.01,0.0418018,3622301.0
30,30,0.003,0.01,0.043808655,3655043.5
31,31,0.003,0.01,0.0458155049999999,3680406.5
32,32,0.003,0.01,0.04782234,3700390.5
33,33,0.003,0.01,0.0498291699999999,3716360.0
34,34,0.003,0.01,0.051835955,3729269.5
35,35,0.003,0.01,0.053842715,3739820.5
36,36,0.003,0.01,0.0558494799999999,3748520.5
37,37,0.003,0.01,0.0578562399999999,3755756.5
38,38,0.003,0.01,0.059863,3761811.5
39,39,0.003,0.01,0.061869765,3766918.0
40,40,0.003,0.01,0.0638765449999999,3771243.5
41,41,0.003,0.01,0.06588333,3774931.5
42,42,0.003,0.01,0.06789012,3778091.5
43,43,0.003,0.01,0.0698969099999999,3780811.5
44,44,0.003,0.01,0.0719036899999999,3783163.0
45,45,0.003,0.01,0.073910475,3785200.0
46,46,0.003,0.01,0.07591726,3786965.0
47,47,0.003,0.01,0.077924065,3788490.5
48,48,0.003,0.01,0.0799309649999999,3789844.5
49,49,0.003,0.01,0.081937955,3791110.0
50,50,0.003,0.01,0.08394525,3792334.5
51,51,0.003,0.01,0.08595252,3793406.0
52,52,0.003,0.01,0.087959575,3794296.0
53,53,0.003,0.01,0.08996649,3795064.5
54,54,0.003,0.01,0.09197339,3795743.0
55,55,0.003,0.01,0.09398018,3796347.5
56,56,0.003,0.01,0.0959869399999999,3796890.5
57,57,0.003,0.01,0.0979936999999999,3797376.5
58,58,0.003,0.01,0.10000049,3797817.0
59,59,0.003,0.01,0.10200715,3798214.5
60,60,0.003,0.01,0.10401395,3798575.0
61,61,0.003,0.01,0.10602085,3798901.5
62,62,0.003,0.01,0.1080275,3799198.0
63,63,0.003,0.01,0.11003415,3799470.5
64,64,0.003,0.01,0.1120409,3799726.0
65,65,0.003,0.01,0.1140757,3799975.5
66,66,0.003,0.01,0.11640655,3800005.5
67,67,0.003,0.01,0.11881625,3800000.0
68,68,0.003,0.01,0.12122595,3800000.0
0,0,0.003,0.02,0.0013137927499999,3296509.0
1,1,0.003,0.02,0.004449693,3294887.5
2,2,0.003,0.02,0.0076229565,3292356.0
3,3,0.003,0.02,0.0107931609999999,3286757.5
4,4,0.003,0.02,0.01354419,3275683.5
5,5,0.003,0.02,0.0145191149999999,3270669.5
6,6,0.003,0.02,0.0152538349999999,3266172.5
7,7,0.003,0.02,0.015990075,3253870.0
8,8,0.003,0.02,0.0166971099999999,3223745.5
9,9,0.003,0.02,0.017427185,3146511.5
10,10,0.003,0.02,0.0181700749999999,2914748.0
11,11,0.003,0.02,0.0191467549999999,2708874.5
12,12,0.003,0.02,0.02019946,2713970.0
13,13,0.003,0.02,0.021252115,2715332.0
14,14,0.003,0.02,0.02230477,2698124.0
15,15,0.003,0.02,0.023357415,2709881.0
16,16,0.003,0.02,0.024410055,2718250.5
17,17,0.003,0.02,0.0254627149999999,2733409.5
18,18,0.003,0.02,0.026515405,2754515.0
19,19,0.003,0.02,0.02754058,2771541.5
20,20,0.003,0.02,0.028789725,2868383.0
21,21,0.003,0.02,0.03074739,3152691.5
22,22,0.003,0.02,0.0327543,3323211.0
23,23,0.003,0.02,0.03476136,3434183.5
24,24,0.003,0.02,0.0367684549999999,3512051.5
25,25,0.003,0.02,0.038775565,3569299.0
26,26,0.003,0.02,0.0407826,3612502.0
27,27,0.003,0.02,0.042789585,3645528.5
28,28,0.003,0.02,0.0447964599999999,3671265.5
29,29,0.003,0.02,0.04680326,3691737.0
30,30,0.003,0.02,0.04881003,3708269.5
31,31,0.003,0.02,0.05081675,3721789.5
32,32,0.003,0.02,0.0528234649999999,3732956.0
33,33,0.003,0.02,0.05483016,3742252.0
34,34,0.003,0.02,0.0568368,3750050.0
35,35,0.003,0.02,0.058843435,3756634.5
36,36,0.003,0.02,0.060850075,3762228.0
37,37,0.003,0.02,0.06285671,3767011.5
38,38,0.003,0.02,0.0648633,3771118.5
39,39,0.003,0.02,0.066869895,3774667.5
40,40,0.003,0.02,0.068876485,3777748.5
41,41,0.003,0.02,0.07088307,3780435.0
42,42,0.003,0.02,0.072889665,3782786.0
43,43,0.003,0.02,0.074896255,3784849.0
44,44,0.003,0.02,0.0769029,3786658.5
45,45,0.003,0.02,0.0789095499999999,3788250.5
46,46,0.003,0.02,0.08091627,3789679.5
47,47,0.003,0.02,0.08292317,3791017.5
48,48,0.003,0.02,0.084930405,3792282.5
49,49,0.003,0.02,0.086937695,3793411.5
50,50,0.003,0.02,0.08894476,3794380.5
51,51,0.003,0.02,0.09095165,3795225.5
52,52,0.003,0.02,0.09295843,3795972.0
53,53,0.003,0.02,0.0949651199999999,3796641.0
54,54,0.003,0.02,0.096971765,3797241.5
55,55,0.003,0.02,0.0989784,3797785.0
56,56,0.003,0.02,0.10098515,3798275.0
57,57,0.003,0.02,0.1029916,3798721.0
58,58,0.003,0.02,0.1049981499999999,3799128.0
59,59,0.003,0.02,0.10700455,3799506.0
60,60,0.003,0.02,0.10902595,3799861.0
61,61,0.003,0.02,0.1113295999999999,3799964.5
62,62,0.003,0.02,0.1137393499999999,3799973.0
63,63,0.003,0.02,0.1161489999999999,3799986.0
0,0,0.003,0.03,0.0011072882,3297572.5
1,1,0.003,0.03,0.003847733,3296855.0
2,2,0.003,0.03,0.006703013,3295679.5
3,3,0.003,0.03,0.0095557285,3293407.5
4,4,0.003,0.03,0.01240029,3288298.5
5,5,0.003,0.03,0.01415321,3283067.0
6,6,0.003,0.03,0.0149804,3281267.5
7,7,0.003,0.03,0.015794435,3276567.5
8,8,0.003,0.03,0.016596225,3262487.5
9,9,0.003,0.03,0.017404305,3230628.0
10,10,0.003,0.03,0.0181792099999999,3176795.0
11,11,0.003,0.03,0.019244805,3151250.0
12,12,0.003,0.03,0.02039181,3160949.5
13,13,0.003,0.03,0.0215944,3170085.5
14,14,0.003,0.03,0.0227992299999999,3179838.5
15,15,0.003,0.03,0.0239894999999999,3191270.5
16,16,0.003,0.03,0.02514868,3207798.0
17,17,0.003,0.03,0.02635365,3236696.5
18,18,0.003,0.03,0.0275139449999999,3268040.0
19,19,0.003,0.03,0.028957325,3324035.5
20,20,0.003,0.03,0.030927885,3417690.0
21,21,0.003,0.03,0.032850255,3493207.5
22,22,0.003,0.03,0.03483844,3557133.0
23,23,0.003,0.03,0.036761095,3606248.0
24,24,0.003,0.03,0.038730775,3645800.5
25,25,0.003,0.03,0.04067274,3675845.0
26,26,0.003,0.03,0.04263646,3699959.0
27,27,0.003,0.03,0.04458357,3716455.0
28,28,0.003,0.03,0.04658838,3729271.5
29,29,0.003,0.03,0.04859299,3739526.0
30,30,0.003,0.03,0.05059748,3747954.0
31,31,0.003,0.03,0.052601885,3754991.0
32,32,0.003,0.03,0.0546062549999999,3760931.5
33,33,0.003,0.03,0.0566105699999999,3765990.0
34,34,0.003,0.03,0.05861487,3770322.5
35,35,0.003,0.03,0.060619125,3774052.5
36,36,0.003,0.03,0.0626233599999999,3777278.0
37,37,0.003,0.03,0.064627565,3780080.5
38,38,0.003,0.03,0.06663177,3782524.5
39,39,0.003,0.03,0.068635965,3784662.0
40,40,0.003,0.03,0.07064008,3786541.0
41,41,0.003,0.03,0.072644185,3788196.0
42,42,0.003,0.03,0.0745817999999999,3789609.5
43,43,0.003,0.03,0.076552185,3790880.0
44,44,0.003,0.03,0.0785562649999999,3792033.5
45,45,0.003,0.03,0.08056034,3793069.0
46,46,0.003,0.03,0.082564555,3794002.0
47,47,0.003,0.03,0.084568785,3794851.5
48,48,0.003,0.03,0.0865731,3795623.0
49,49,0.003,0.03,0.08857748,3796318.0
50,50,0.003,0.03,0.09058186,3796943.5
51,51,0.003,0.03,0.092586115,3797505.0
52,52,0.003,0.03,0.094590335,3798009.0
53,53,0.003,0.03,0.096594555,3798465.0
54,54,0.003,0.03,0.0985986299999999,3798878.0
55,55,0.003,0.03,0.1006027199999999,3799252.5
56,56,0.003,0.03,0.10260665,3799600.5
57,57,0.003,0.03,0.104656,3799898.5
58,58,0.003,0.03,0.10701,3799963.5
59,59,0.003,0.03,0.1094195,3799975.5
60,60,0.003,0.03,0.1118291999999999,3799988.0
0,0,0.003,0.04,0.00108997835,3298738.5
1,1,0.003,0.04,0.003826517,3298332.5
2,2,0.003,0.04,0.0066709955,3297640.5
3,3,0.003,0.04,0.0095126959999999,3296403.0
4,4,0.003,0.04,0.0123484499999999,3293847.0
5,5,0.003,0.04,0.01418345,3291285.0
6,6,0.003,0.04,0.01509858,3290698.0
7,7,0.003,0.04,0.01598347,3289035.5
8,8,0.003,0.04,0.0168578549999999,3283354.5
9,9,0.003,0.04,0.017713615,3273732.0
10,10,0.003,0.04,0.018724145,3264768.0
11,11,0.003,0.04,0.019987805,3269342.5
12,12,0.003,0.04,0.02133671,3276283.5
13,13,0.003,0.04,0.02268813,3284659.0
14,14,0.003,0.04,0.024023785,3311167.0
15,15,0.003,0.04,0.02528362,3373190.0
16,16,0.003,0.04,0.02649217,3446069.5
17,17,0.003,0.04,0.027692425,3512235.5
18,18,0.003,0.04,0.0291695499999999,3578582.0
19,19,0.003,0.04,0.031032475,3640531.5
20,20,0.003,0.04,0.0329430949999999,3678155.0
21,21,0.003,0.04,0.03491024,3701471.0
22,22,0.003,0.04,0.036915895,3718054.0
23,23,0.003,0.04,0.0389211749999999,3730744.5
24,24,0.003,0.04,0.040926285,3740936.5
25,25,0.003,0.04,0.0429313,3749322.0
26,26,0.003,0.04,0.04493627,3756318.0
27,27,0.003,0.04,0.04694119,3762208.5
28,28,0.003,0.04,0.04894609,3767200.5
29,29,0.003,0.04,0.05095098,3771455.0
30,30,0.003,0.04,0.0529558499999999,3775101.0
31,31,0.003,0.04,0.05496067,3778240.0
32,32,0.003,0.04,0.056965485,3780954.5
33,33,0.003,0.04,0.0589703099999999,3783312.5
34,34,0.003,0.04,0.0609751,3785366.0
35,35,0.003,0.04,0.0629798599999999,3787162.0
36,36,0.003,0.04,0.06498466,3788738.0
37,37,0.003,0.04,0.066989405,3790124.0
38,38,0.003,0.04,0.06899409,3791349.5
39,39,0.003,0.04,0.0709987899999999,3792438.5
40,40,0.003,0.04,0.07300356,3793410.0
41,41,0.003,0.04,0.07500837,3794276.0
42,42,0.003,0.04,0.07701316,3795054.0
43,43,0.003,0.04,0.0790179,3795750.0
44,44,0.003,0.04,0.08102265,3796374.0
45,45,0.003,0.04,0.0830274,3796938.0
46,46,0.003,0.04,0.0850321399999999,3797444.5
47,47,0.003,0.04,0.087036885,3797900.5
48,48,0.003,0.04,0.089041625,3798315.0
49,49,0.003,0.04,0.0910463299999999,3798688.5
50,50,0.003,0.04,0.0930509349999999,3799029.0
51,51,0.003,0.04,0.095055525,3799339.5
52,52,0.003,0.04,0.097006305,3799619.0
53,53,0.003,0.04,0.098964165,3799883.5
54,54,0.003,0.04,0.10118115,3800013.0
55,55,0.003,0.04,0.1035293,3800003.5
56,56,0.003,0.04,0.10588,3800000.0
57,57,0.003,0.04,0.1082896499999999,3800000.0
0,0,0.003,0.05,0.00114334825,3299938.0
1,1,0.003,0.05,0.004022111,3299917.5
2,2,0.003,0.05,0.0070127954999999,3299878.5
3,3,0.003,0.05,0.009999315,3299808.0
4,4,0.003,0.05,0.01272914,3299676.5
5,5,0.003,0.05,0.014402825,3299508.5
6,6,0.003,0.05,0.01547308,3299220.0
7,7,0.003,0.05,0.016410125,3300377.0
8,8,0.003,0.05,0.01733398,3303001.0
9,9,0.003,0.05,0.018258545,3299686.0
10,10,0.003,0.05,0.0193538,3300104.5
11,11,0.003,0.05,0.020806385,3305931.5
12,12,0.003,0.05,0.02225343,3331679.5
13,13,0.003,0.05,0.02368801,3384110.0
14,14,0.003,0.05,0.025037055,3463086.5
15,15,0.003,0.05,0.02629424,3551830.0
16,16,0.003,0.05,0.027437875,3628953.0
17,17,0.003,0.05,0.02855435,3693228.5
18,18,0.003,0.05,0.03003479,3739967.0
19,19,0.003,0.05,0.03198165,3760323.5
20,20,0.003,0.05,0.03390867,3767254.5
21,21,0.003,0.05,0.03591475,3772047.5
22,22,0.003,0.05,0.0379207099999999,3775989.5
23,23,0.003,0.05,0.039926625,3779303.0
24,24,0.003,0.05,0.0419325,3782093.5
25,25,0.003,0.05,0.0439383749999999,3784458.0
26,26,0.003,0.05,0.0459442299999999,3786470.0
27,27,0.003,0.05,0.04795012,3788193.5
28,28,0.003,0.05,0.049956015,3789678.0
29,29,0.003,0.05,0.05196191,3790962.5
30,30,0.003,0.05,0.0539677999999999,3792075.5
31,31,0.003,0.05,0.055973635,3793046.5
32,32,0.003,0.05,0.057979455,3793896.5
33,33,0.003,0.05,0.059985275,3794641.5
34,34,0.003,0.05,0.0619910949999999,3795300.0
35,35,0.003,0.05,0.063996925,3795881.5
36,36,0.003,0.05,0.066002785,3796397.0
37,37,0.003,0.05,0.068008615,3796857.0
38,38,0.003,0.05,0.07001447,3797266.5
39,39,0.003,0.05,0.072020305,3797631.0
