,Unnamed: 0,Dmix,Lmix,X,pressure
0,0,0.003,0.01,0.0015290313999999,3297443.5
1,1,0.003,0.01,0.0047987834999999,3296724.5
2,2,0.003,0.01,0.008070535,3294789.0
3,3,0.003,0.01,0.0113420454999999,3290315.5
4,4,0.003,0.01,0.013838875,3276006.5
5,5,0.003,0.01,0.01449621,3274049.0
6,6,0.003,0.01,0.01504887,3267971.5
7,7,0.003,0.01,0.0155625599999999,3284807.5
8,8,0.003,0.01,0.016093435,3266259.5
9,9,0.003,0.01,0.016611545,3240137.5
10,10,0.003,0.01,0.01715603,3290754.5
11,11,0.003,0.01,0.01770026,3271874.5
12,12,0.003,0.01,0.018219375,3214411.5
13,13,0.003,0.01,0.018773315,3153494.0
14,14,0.003,0.01,0.0193600249999999,3042601.5
15,15,0.003,0.01,0.020104595,2676762.0
16,16,0.003,0.01,0.020931935,2441336.0
17,17,0.003,0.01,0.02178742,2630534.0
18,18,0.003,0.01,0.022685375,2665194.0
19,19,0.003,0.01,0.023544795,2580427.5
20,20,0.003,0.01,0.02444097,2607547.5
21,21,0.003,0.01,0.0253018,2664586.0
22,22,0.003,0.01,0.0262028449999999,2720281.0
23,23,0.003,0.01,0.0270737249999999,2752781.5
24,24,0.003,0.01,0.027959705,2741128.0
25,25,0.003,0.01,0.0288606299999999,2657454.0
26,26,0.003,0.01,0.030084745,2238827.0
27,27,0.003,0.01,0.032059015,2915669.0
28,28,0.003,0.01,0.0340652849999999,3234104.5
29,29,0.003,0.01,0.036071885,3391457.0
30,30,0.003,0.01,0.03807832,3490103.5
31,31,0.003,0.01,0.04008462,3557510.0
32,32,0.003,0.01,0.0420908349999999,3606267.5
33,33,0.003,0.01,0.044096995,3642787.0
34,34,0.003,0.01,0.046103115,3670839.0
35,35,0.003,0.01,0.04810921,3692815.5
36,36,0.003,0.01,0.05011525,3710284.5
37,37,0.003,0.01,0.0521212499999999,3724350.0
38,38,0.003,0.01,0.05412725,3735801.0
39,39,0.003,0.01,0.0561331699999999,3745212.5
40,40,0.003,0.01,0.058139145,3753017.0
41,41,0.003,0.01,0.06014505,3759535.0
42,42,0.003,0.01,0.06211173,3764923.0
43,43,0.003,0.01,0.064056555,3769405.0
44,44,0.003,0.01,0.0660624099999999,3773349.0
45,45,0.003,0.01,0.068068265,3776727.0
